Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	LossV	Time
56	684.0774	152.1512	1036.3848	377.16373	762.91144	175.79588	1150.4348	589.5995	136.44444	147.2	280000	235.18486	111.71495	392.76132	-28.89219	235.18341	111.71808	391.98557	-34.11806	236.39471	111.48818	393.53372	-34.66223	-5.7812567	4.460444	39.92738	-22.12482	-238.36414	15.0845585	15.102863	12.646532	3799.483556985855
57	614.5991	153.26518	1090.6968	370.24164	668.0787	128.55196	796.8096	371.07816	119.833336	126.8	285000	235.62315	111.913704	392.62292	-29.205555	235.62135	111.91644	392.45374	-29.96233	236.82965	111.69114	394.0191	-22.488396	-5.755272	4.5154414	38.10218	-21.157476	-238.78279	15.109912	15.159329	13.017424	3869.6662244796753
58	663.64465	169.80502	1214.2699	403.06567	608.3438	49.795597	673.19354	518.707	130.6579	113.6	290000	236.77367	112.618385	394.73587	-49.864567	236.77267	112.620575	394.25424	-34.04528	238.0038	112.42719	396.47534	-23.253613	-5.5619717	4.5739827	41.510147	-22.893684	-239.94698	15.158576	15.112311	12.701948	3939.2167422771454
59	662.9966	171.16719	1296.0841	434.16446	859.192	339.21503	1598.3267	462.9964	132.86842	176.2	295000	237.59518	113.03948	395.09152	-39.84515	237.59477	113.04167	395.6533	-37.726086	238.8086	112.84553	396.89276	-32.113533	-5.5315757	4.5327744	43.55233	-25.036327	-240.78313	15.398408	15.38589	12.922643	4010.605761051178
60	651.4903	143.99596	1035.7452	395.0691	562.1933	90.389626	755.3413	416.40256	127.410255	104.9	300000	238.16591	112.997154	396.41617	-24.236534	238.16608	112.9959	396.83292	-25.893778	239.37833	112.78905	396.32053	-18.243368	-5.560623	4.4934587	40.160652	-22.726408	-241.343	15.548698	15.643049	13.093064	4080.2883026599884
61	681.20917	164.00659	1069.3217	414.9717	689.5421	212.92651	1192.4929	476.03757	132.8158	143.9	305000	239.02231	113.18457	397.70267	-24.515087	239.0213	113.1877	397.15912	-31.748775	240.25685	112.994255	397.03043	-19.097809	-5.4986973	4.44849	41.812416	-21.551842	-242.20349	15.194153	15.179785	12.413928	4150.392254590988
62	595.73785	114.55979	945.68805	387.51862	614.11865	67.107285	746.3526	486.331	115.34884	117.9	310000	240.35193	113.96982	400.04395	-68.43468	240.35094	113.97198	398.6461	-39.349186	241.61948	113.78977	398.75082	-34.89967	-5.3539996	4.482597	38.281693	-22.357925	-243.57697	15.383762	15.340339	12.598327	4220.125288248062
63	676.1585	111.705414	899.45496	413.3116	636.89856	41.924442	702.501	541.3791	131.13158	120.9	315000	241.11836	114.39873	400.50217	-45.12256	241.11711	114.40117	400.79752	-37.10791	242.35794	114.20694	402.01907	-23.547281	-5.3290086	4.4802065	39.99294	-23.889946	-244.30754	15.334594	15.291883	12.297891	4288.517134666443
64	760.3911	264.05618	1539.3585	456.46265	750.1571	141.71268	1049.5475	603.38727	147.32353	142.7	320000	241.71535	114.8389	400.53806	-35.75392	241.71408	114.84129	400.4113	-40.03515	242.97258	114.65206	402.1425	-27.40902	-5.310014	4.4503074	39.06829	-24.889315	-244.92035	15.612676	15.608355	12.660936	4358.910701274872
65	698.1313	119.938774	1009.6943	510.00778	614.1393	114.71868	940.78864	538.25085	133.52632	115.6	325000	242.74318	115.48246	402.35675	-62.175285	242.7425	115.48358	401.7054	-32.27061	244.00623	115.28231	404.65332	-75.21839	-5.3019695	4.453308	40.052643	-21.545662	-245.96431	15.731937	15.7049465	12.59801	4429.608544588089
66	699.9068	203.16663	1415.1478	424.24942	673.8451	129.35977	979.62335	538.34393	137.16667	127.9	330000	244.5085	116.185776	404.89093	-30.019737	244.50752	116.189064	405.37872	-37.249004	245.7901	116.00349	405.60342	-20.667957	-5.119016	4.5298877	38.043503	-24.31335	-247.76103	15.820853	15.720241	12.589553	4498.727886915207
67	736.0594	178.22113	1185.8878	436.92422	656.25354	63.296837	789.82715	539.67896	142.71428	124.8	335000	245.48984	116.46175	405.94073	-58.68889	245.4885	116.46288	406.1617	-36.664307	246.7591	116.28537	407.3574	-23.140879	-5.048853	4.5681844	44.87923	-24.451923	-248.74336	16.05793	16.173946	12.739813	4568.721784830093
68	720.3516	158.94817	1102.4493	410.709	681.5039	121.29284	891.739	527.7956	141.22858	129.2	340000	246.36993	117.168175	409.26123	-57.13219	246.3687	117.17084	409.20908	-93.47061	247.64984	116.995026	408.41992	-30.842356	-5.033777	4.6339293	45.19803	-21.839428	-249.63411	16.311226	16.35854	13.040984	4637.669641017914
